bug_name,key,total # of functions,# of functions with same highest Binary score,Binary score of highest rank,rank of buggy function (Binary),Binary score of buggy function,# of functions with same highest GP13 score,GP13 score of highest rank,rank of buggy function (GP13),GP13 score of buggy function,# of functions with same highest Jaccard score,Jaccard score of highest rank,rank of buggy function (Jaccard),Jaccard score of buggy function,# of functions with same highest Naish1 score,Naish1 score of highest rank,rank of buggy function (Naish1),Naish1 score of buggy function,# of functions with same highest Naish2 score,Naish2 score of highest rank,rank of buggy function (Naish2),Naish2 score of buggy function,# of functions with same highest Ochiai score,Ochiai score of highest rank,rank of buggy function (Ochiai),Ochiai score of buggy function,# of functions with same highest Russel+Rao score,Russel+Rao score of highest rank,rank of buggy function (Russel+Rao),Russel+Rao score of buggy function,# of functions with same highest Wong1 score,Wong1 score of highest rank,rank of buggy function (Wong1),Wong1 score of buggy function
downhill_simplex.MUT105.cpp,"opencv_core/modules/core/src/downhill_simplex.cpp#DownhillSolverImpl::innerDownhillSimplex(class cv::Mat & p, double MinRange, double MinError, int & fcount, int nmax)#386",915,74,1,74,1,13,2.0,13,2.0,13,1.0,13,1.0,13,5133,13,5133,13,1.0,13,1.0,13,1.0,13,1.0,74,0.0001947798987144,74,0.0001947798987144,74,1,74,1
matrix.MUT315.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::Mat(const class cv::Mat & m, const class cv::Range & _rowRange, const class cv::Range & _colRange)#778",915,49,1,49,1,1,28.0,1,28.0,1,1.0,1,1.0,1,5044,1,5044,1,27.0,1,27.0,1,1.0,1,1.0,49,0.0053243936107276,49,0.0053243936107276,49,27,49,27
matrix_expressions.MUT188.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#operator-(const class cv::MatExpr & e, const class cv::Mat & m)#777",915,78,1,78,1,6,2.0,6,2.0,6,1.0,6,1.0,6,5133,6,5133,6,1.0,6,1.0,6,1.0,6,1.0,78,0.0001947798987144,78,0.0001947798987144,78,1,78,1
umatrix.MUT416.cpp,"opencv_core/modules/core/src/umatrix.cpp#UMat::reshape(int _cn, int _newndims, const int * _newsz)#1044",915,47,1,47,1,1,3.0,1,3.0,1,1.0,1,1.0,1,5132,1,5132,1,2.0,1,2.0,1,1.0,1,1.0,47,0.0003895597974289,47,0.0003895597974289,47,2,47,2
persistence.MUT391.cpp,opencv_core/modules/core/src/persistence.cpp#Impl::gets(size_t maxCount)#817,915,43,1,43,1,2,25.0,2,25.0,2,1.0,2,1.0,2,5110,2,5110,2,24.0,2,24.0,2,1.0,2,1.0,43,0.0046747175691468,43,0.0046747175691468,43,24,43,24
persistence_base64_encoding.MUT24.cpp,opencv_core/modules/core/src/persistence_base64_encoding.cpp#Base64ContextEmitter::write(_to_binary_convertor_t & convertor)#80,915,130,1,130,1,22,8.0,22,8.0,22,1.0,22,1.0,22,5127,22,5127,22,7.0,22,7.0,22,1.0,22,1.0,130,0.0013634592910011,130,0.0013634592910011,130,7,130,7
dxt.MUT369.cpp,"opencv_core/modules/core/src/dxt.cpp#DFT(const struct cv::OcvDftOptions & c, const Complex<T> * src, Complex<T> * dst)#940",915,105,1,105,1,15,2.0,15,2.0,15,1.0,15,1.0,15,5133,15,5133,15,1.0,15,1.0,15,1.0,15,1.0,105,0.0001947798987144,105,0.0001947798987144,105,1,105,1
persistence.MUT1090.cpp,opencv_core/modules/core/src/persistence.cpp#FileNode::string()#2330,915,204,1,204,1,25,2.0,25,2.0,25,1.0,25,1.0,25,5109,25,5109,25,1.0,25,1.0,25,1.0,25,1.0,204,0.0001956947162426,204,0.0001956947162426,204,1,204,1
dxt.MUT865.cpp,"opencv_core/modules/core/src/dxt.cpp#ippi_DFT_R_32F(const uchar * src, size_t src_step, uchar * dst, size_t dst_step, int width, int height, _Bool inv, int norm_flag)#2016",915,112,1,112,1,20,2.0,20,2.0,20,1.0,20,1.0,20,5133,20,5133,20,1.0,20,1.0,20,1.0,20,1.0,112,0.0001947798987144,112,0.0001947798987144,112,1,112,1
persistence_types.MUT104.cpp,"opencv_core/modules/core/src/persistence_types.cpp#read(const class cv::FileNode & node, class cv::DMatch & value, const class cv::DMatch & default_value)#234",915,124,1,124,1,2,3.0,2,3.0,2,1.0,2,1.0,2,5132,2,5132,2,2.0,2,2.0,2,1.0,2,1.0,124,0.0003895597974289,124,0.0003895597974289,124,2,124,2
downhill_simplex.MUT84.cpp,"opencv_core/modules/core/src/downhill_simplex.cpp#DownhillSolverImpl::innerDownhillSimplex(class cv::Mat & p, double MinRange, double MinError, int & fcount, int nmax)#337",915,74,1,74,1,13,2.0,13,2.0,13,1.0,13,1.0,13,5133,13,5133,13,1.0,13,1.0,13,1.0,13,1.0,74,0.0001947798987144,74,0.0001947798987144,74,1,74,1
matrix.MUT198.cpp,opencv_core/modules/core/src/matrix.cpp#Mat::operator=(const class cv::Mat & m)#504,915,47,1,47,1,2,2.0,2,2.0,2,1.0,2,1.0,2,4113,2,4113,2,1.0,2,1.0,2,1.0,2,1.0,47,0.0002430724355858,47,0.0002430724355858,47,1,47,1
rand.MUT244.cpp,"opencv_core/modules/core/src/rand.cpp#RNG::fill(cv::InputOutputArray _mat, int disttype, cv::InputArray _param1arg, cv::InputArray _param2arg, _Bool saturateRange)#573",915,79,1,79,1,4,3.0,4,3.0,4,1.0,4,1.0,4,5130,4,5130,4,2.0,4,2.0,4,1.0,4,1.0,79,0.000389711613406,79,0.000389711613406,79,2,79,2
persistence_json.MUT137.cpp,opencv_core/modules/core/src/persistence_json.cpp#JSONParser::skipSpaces(char * ptr)#310,915,47,1,47,1,6,14.0,6,14.0,6,1.0,6,1.0,6,5121,6,5121,6,13.0,6,13.0,6,1.0,6,1.0,47,0.0025321386832878,47,0.0025321386832878,47,13,47,13
persistence_yml.MUT316.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLParser::parseValue(char * ptr, class cv::FileNode & node, int min_indent, _Bool is_parent_flow)#653",915,61,1,61,1,1,13.0,1,13.0,1,1.0,1,1.0,1,5122,1,5122,1,12.0,1,12.0,1,1.0,1,1.0,61,0.0023373587845734,61,0.0023373587845734,61,12,61,12
dxt.MUT77.cpp,"opencv_core/modules/core/src/dxt.cpp#DFTInit(int n0, int nf, const int * factors, int * itab, int elem_size, void * _wave, int inv_itab)#289",915,52,1,52,1,5,5.0,5,5.0,5,1.0,5,1.0,5,5130,5,5130,5,4.0,5,4.0,5,1.0,5,1.0,52,0.0007791195948578,52,0.0007791195948578,52,4,52,4
persistence.MUT887.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::parseBase64(char * ptr, int indent, class cv::FileNode & collection)#1810",915,87,1,87,1,7,11.0,7,11.0,7,1.0,7,1.0,7,5124,7,5124,7,10.0,7,10.0,7,1.0,7,1.0,87,0.0019477989871445,87,0.0019477989871445,87,10,87,10
persistence_json.MUT157.cpp,opencv_core/modules/core/src/persistence_json.cpp#JSONParser::skipSpaces(char * ptr)#346,915,65,1,65,1,1,2.0,1,2.0,1,1.0,1,1.0,1,5133,1,5133,1,1.0,1,1.0,1,1.0,1,1.0,65,0.0001947798987144,65,0.0001947798987144,65,1,65,1
matrix_iterator.MUT61.cpp,opencv_core/modules/core/src/matrix_iterator.cpp#NAryMatIterator::operator++()#136,915,36,1,36,1,1,134.0,1,134.0,1,1.0,1,1.0,1,4973,1,4973,1,133.0,1,133.0,1,1.0,1,1.0,36,0.0260477869173521,36,0.0260477869173521,36,133,36,133
dxt.MUT513.cpp,"opencv_core/modules/core/src/dxt.cpp#RealDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1206",915,87,1,87,1,25,4.0,25,4.0,25,1.0,25,1.0,25,5131,25,5131,25,3.0,25,3.0,25,1.0,25,1.0,87,0.0005843396961433,87,0.0005843396961433,87,3,87,3
persistence_xml.MUT318.cpp,"opencv_core/modules/core/src/persistence_xml.cpp#XMLParser::parseTag(char * ptr, std::string & tag_name, std::string & type_name, int & tag_type)#689",915,49,1,49,1,7,21.0,7,21.0,7,1.0,7,1.0,7,5114,7,5114,7,20.0,7,20.0,7,1.0,7,1.0,49,0.003895597974289,49,0.003895597974289,49,20,49,20
persistence_yml.MUT322.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLParser::parseValue(char * ptr, class cv::FileNode & node, int min_indent, _Bool is_parent_flow)#663",915,62,1,62,1,1,10.0,1,10.0,1,1.0,1,1.0,1,5122,1,5122,1,9.0,1,9.0,1,1.0,1,1.0,62,0.0017540440459949,62,0.0017540440459949,62,9,62,9
dxt.MUT400.cpp,"opencv_core/modules/core/src/dxt.cpp#DFT(const struct cv::OcvDftOptions & c, const Complex<T> * src, Complex<T> * dst)#998",915,67,1,67,1,10,4.0,10,4.0,10,1.0,10,1.0,10,5130,10,5130,10,3.0,10,3.0,10,1.0,10,1.0,67,0.0005844535359438,67,0.0005844535359438,67,3,67,3
persistence_xml.MUT53.cpp,"opencv_core/modules/core/src/persistence_xml.cpp#XMLEmitter::startWriteStruct(const struct cv::FStructData & parent, const char * key, int struct_flags, const char * type_name)#132",915,114,1,114,1,2,5.0,2,5.0,2,1.0,2,1.0,2,5118,2,5118,2,4.0,2,4.0,2,1.0,2,1.0,114,0.0007809449433814,114,0.0007809449433814,114,4,114,4
rand.MUT53.cpp,"opencv_core/modules/core/src/rand.cpp#randf_64f(double * arr, int len, uint64 * state, const cv::Vec2d * p, void * , _Bool )#187",915,57,1,57,1,2,13.0,2,13.0,2,1.0,2,1.0,2,4755,2,4755,2,12.0,2,12.0,2,1.0,2,1.0,57,0.0025173064820641,57,0.0025173064820641,57,12,57,12
persistence_json.MUT22.cpp,opencv_core/modules/core/src/persistence_json.cpp#JSONEmitter::endWriteStruct(const struct cv::FStructData & current_struct)#64,915,207,1,207,1,4,2.0,4,2.0,4,1.0,4,1.0,4,5131,4,5131,4,1.0,4,1.0,4,1.0,4,1.0,207,0.000194855806703,207,0.000194855806703,207,1,207,1
matrix.MUT490.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::reshape(int new_cn, int new_rows)#1179",915,33,1,33,1,1,245.0,1,245.0,1,1.0,1,1.0,1,4890,1,4890,1,244.0,1,244.0,1,1.0,1,1.0,33,0.0475262952863264,33,0.0475262952863264,33,244,33,244
dxt.MUT1312.cpp,"opencv_core/modules/core/src/dxt.cpp#DCT(const struct cv::OcvDftOptions & c, const T * src, size_t src_step, T * dft_src, T * dft_dst, T * dst, size_t dst_step, const Complex<T> * dct_wave)#3804",915,80,1,80,1,12,2.0,12,2.0,12,1.0,12,1.0,12,5133,12,5133,12,1.0,12,1.0,12,1.0,12,1.0,80,0.0001947798987144,80,0.0001947798987144,80,1,80,1
dxt.MUT569.cpp,"opencv_core/modules/core/src/dxt.cpp#RealDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1304",915,65,1,65,1,8,4.0,8,4.0,8,1.0,8,1.0,8,5130,8,5130,8,3.0,8,3.0,8,1.0,8,1.0,65,0.0005844535359438,65,0.0005844535359438,65,3,65,3
persistence.MUT1211.cpp,"opencv_core/modules/core/src/persistence.cpp#FileNodeIterator::readRaw(const cv::String & fmt, void * _data0, size_t maxsz)#2571",915,80,1,80,1,2,19.0,2,19.0,2,1.0,2,1.0,2,5113,2,5113,2,18.0,2,18.0,2,1.0,2,1.0,80,0.0035080880919898,80,0.0035080880919898,80,18,80,18
dxt.MUT39.cpp,"opencv_core/modules/core/src/dxt.cpp#DFTInit(int n0, int nf, const int * factors, int * itab, int elem_size, void * _wave, int inv_itab)#228",915,102,1,102,1,37,2.0,37,2.0,37,1.0,37,1.0,37,5131,37,5131,37,1.0,37,1.0,37,1.0,37,1.0,102,0.000194855806703,102,0.000194855806703,102,1,102,1
umatrix.MUT136.cpp,opencv_core/modules/core/src/umatrix.cpp#UMat::UMat(class cv::UMat && m)#422,915,102,1,102,1,6,2.0,6,2.0,6,1.0,6,1.0,6,4983,6,4983,6,1.0,6,1.0,6,1.0,6,1.0,102,0.0002006420545746,102,0.0002006420545746,102,1,102,1
dxt.MUT579.cpp,"opencv_core/modules/core/src/dxt.cpp#RealDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1321",915,83,1,83,1,24,4.0,24,4.0,24,1.0,24,1.0,24,5131,24,5131,24,3.0,24,3.0,24,1.0,24,1.0,83,0.0005843396961433,83,0.0005843396961433,83,3,83,3
dxt.MUT633.cpp,"opencv_core/modules/core/src/dxt.cpp#CCSIDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1432",915,68,1,68,1,2,3.0,2,3.0,2,1.0,2,1.0,2,5132,2,5132,2,2.0,2,2.0,2,1.0,2,1.0,68,0.0003895597974289,68,0.0003895597974289,68,2,68,2
matrix_decomp.MUT130.cpp,"opencv_core/modules/core/src/matrix_decomp.cpp#QRImpl(_Tp * A, size_t astep, int m, int n, int k, _Tp * b, size_t bstep, _Tp * hFactors, _Tp eps)#269",915,62,1,62,1,2,3.0,2,3.0,2,1.0,2,1.0,2,5131,2,5131,2,2.0,2,2.0,2,1.0,2,1.0,62,0.0003896356906292,62,0.0003896356906292,62,2,62,2
persistence.MUT485.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::startWriteStruct_helper(const char * key, int struct_flags, const char * type_name)#983",915,104,1,104,1,28,8.0,28,8.0,28,1.0,28,1.0,28,5108,28,5108,28,7.0,28,7.0,28,1.0,28,1.0,104,0.0013685239491691,104,0.0013685239491691,104,7,104,7
dxt.MUT1451.cpp,"opencv_core/modules/core/src/dxt.cpp#OcvDctImpl::apply(const uchar * src, size_t src_step, uchar * dst, size_t dst_step)#4310",915,80,1,80,1,12,2.0,12,2.0,12,1.0,12,1.0,12,5133,12,5133,12,1.0,12,1.0,12,1.0,12,1.0,80,0.0001947798987144,80,0.0001947798987144,80,1,80,1
persistence_json.MUT165.cpp,opencv_core/modules/core/src/persistence_json.cpp#JSONParser::skipSpaces(char * ptr)#359,915,59,1,59,1,1,2.0,1,2.0,1,1.0,1,1.0,1,5133,1,5133,1,1.0,1,1.0,1,1.0,1,1.0,59,0.0001947798987144,59,0.0001947798987144,59,1,59,1
persistence.MUT853.cpp,opencv_core/modules/core/src/persistence.cpp#Base64Decoder::getFloat64()#1759,915,106,1,106,1,2,10.0,2,10.0,2,1.0,2,1.0,2,5125,2,5125,2,9.0,2,9.0,2,1.0,2,1.0,106,0.00175301908843,106,0.00175301908843,106,9,106,9
matrix_expressions.MUT72.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#MatOp::subtract(const class cv::MatExpr & e1, const class cv::MatExpr & e2, class cv::MatExpr & res)#381",915,123,1,123,1,26,2.0,26,2.0,26,1.0,26,1.0,26,5133,26,5133,26,1.0,26,1.0,26,1.0,26,1.0,123,0.0001947798987144,123,0.0001947798987144,123,1,123,1
dxt.MUT85.cpp,"opencv_core/modules/core/src/dxt.cpp#DFTInit(int n0, int nf, const int * factors, int * itab, int elem_size, void * _wave, int inv_itab)#298",915,55,1,55,1,5,4.0,5,4.0,5,1.0,5,1.0,5,5130,5,5130,5,3.0,5,3.0,5,1.0,5,1.0,55,0.0005844535359438,55,0.0005844535359438,55,3,55,3
matrix_expressions.MUT270.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#operator&(const class cv::Mat & a, const class cv::Mat & b)#1153",915,117,1,117,1,22,2.0,22,2.0,22,1.0,22,1.0,22,5133,22,5133,22,1.0,22,1.0,22,1.0,22,1.0,117,0.0001947798987144,117,0.0001947798987144,117,1,117,1
dxt.MUT620.cpp,"opencv_core/modules/core/src/dxt.cpp#CCSIDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1413",915,68,1,68,1,2,3.0,2,3.0,2,1.0,2,1.0,2,5132,2,5132,2,2.0,2,2.0,2,1.0,2,1.0,68,0.0003895597974289,68,0.0003895597974289,68,2,68,2
dxt.MUT843.cpp,"opencv_core/modules/core/src/dxt.cpp#ippi_DFT_C_32F(const uchar * src, size_t src_step, uchar * dst, size_t dst_step, int width, int height, _Bool inv, int norm_flag)#1960",915,99,1,99,1,16,3.0,16,3.0,16,1.0,16,1.0,16,5132,16,5132,16,2.0,16,2.0,16,1.0,16,1.0,99,0.0003895597974289,99,0.0003895597974289,99,2,99,2
matrix.MUT255.cpp,opencv_core/modules/core/src/matrix.cpp#Mat::operator=(class cv::Mat && m)#647,915,59,1,59,1,1,3.0,1,3.0,1,1.0,1,1.0,1,5120,1,5120,1,2.0,1,2.0,1,1.0,1,1.0,59,0.0003904724716907,59,0.0003904724716907,59,2,59,2
persistence.MUT917.cpp,"opencv_core/modules/core/src/persistence.cpp#FileStorage::FileStorage(const cv::String & filename, int flags, const cv::String & encoding)#1876",915,36,1,36,1,1,49.0,1,49.0,1,1.0,1,1.0,1,5078,1,5078,1,48.0,1,48.0,1,1.0,1,1.0,36,0.0093640265314085,36,0.0093640265314085,36,48,36,48
matrix_decomp.MUT6.cpp,"opencv_core/modules/core/src/matrix_decomp.cpp#LUImpl(_Tp * A, size_t astep, int m, _Tp * b, size_t bstep, int n, _Tp eps)#23",915,44,1,44,1,2,3.0,2,3.0,2,1.0,2,1.0,2,5123,2,5123,2,2.0,2,2.0,2,1.0,2,1.0,44,0.000390243902439,44,0.000390243902439,44,2,44,2
downhill_simplex.MUT95.cpp,"opencv_core/modules/core/src/downhill_simplex.cpp#DownhillSolverImpl::innerDownhillSimplex(class cv::Mat & p, double MinRange, double MinError, int & fcount, int nmax)#361",915,74,1,74,1,13,2.0,13,2.0,13,1.0,13,1.0,13,5133,13,5133,13,1.0,13,1.0,13,1.0,13,1.0,74,0.0001947798987144,74,0.0001947798987144,74,1,74,1
matrix_decomp.MUT60.cpp,"opencv_core/modules/core/src/matrix_decomp.cpp#CholImpl(_Tp * A, size_t astep, int m, _Tp * b, size_t bstep, int n)#125",915,81,1,81,1,1,2.0,1,2.0,1,1.0,1,1.0,1,5133,1,5133,1,1.0,1,1.0,1,1.0,1,1.0,81,0.0001947798987144,81,0.0001947798987144,81,1,81,1
persistence_json.MUT357.cpp,"opencv_core/modules/core/src/persistence_json.cpp#JSONParser::parseMap(char * ptr, class cv::FileNode & node)#742",915,59,1,59,1,7,14.0,7,14.0,7,1.0,7,1.0,7,5121,7,5121,7,13.0,7,13.0,7,1.0,7,1.0,59,0.0025321386832878,59,0.0025321386832878,59,13,59,13
persistence_yml.MUT3.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLEmitter::startWriteStruct(const struct cv::FStructData & parent, const char * key, int struct_flags, const char * type_name)#31",915,84,1,84,1,1,3.0,1,3.0,1,1.0,1,1.0,1,5121,1,5121,1,2.0,1,2.0,1,1.0,1,1.0,84,0.0003903962521959,84,0.0003903962521959,84,2,84,2
lpsolver.MUT41.cpp,"opencv_core/modules/core/src/lpsolver.cpp#initialize_simplex(Mat_<double> & c, Mat_<double> & b, double & v, int & N, int & B, int & indexToRow)#176",915,67,1,67,1,7,2.0,7,2.0,7,1.0,7,1.0,7,5128,7,5128,7,1.0,7,1.0,7,1.0,7,1.0,67,0.0001949697796841,67,0.0001949697796841,67,1,67,1
dxt.MUT555.cpp,"opencv_core/modules/core/src/dxt.cpp#RealDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1281",915,61,1,61,1,5,5.0,5,5.0,5,1.0,5,1.0,5,5130,5,5130,5,4.0,5,4.0,5,1.0,5,1.0,61,0.0007791195948578,61,0.0007791195948578,61,4,61,4
matrix_iterator.MUT33.cpp,"opencv_core/modules/core/src/matrix_iterator.cpp#NAryMatIterator::init(const class cv::Mat ** _arrays, class cv::Mat * _planes, uchar ** _ptrs, int _narrays)#83",915,34,1,34,1,2,592.0,2,592.0,2,1.0,2,1.0,2,1124,2,1124,2,591.0,2,591.0,2,1.0,2,1.0,34,0.3446064139941691,34,0.3446064139941691,34,591,34,591
persistence.MUT235.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::open(const char * filename_or_buf, int _flags, const char * encoding)#556",915,35,1,35,1,2,50.0,2,50.0,2,1.0,2,1.0,2,5071,2,5071,2,49.0,2,49.0,2,1.0,2,1.0,35,0.0095703125,35,0.0095703125,35,49,35,49
umatrix.MUT208.cpp,"opencv_core/modules/core/src/umatrix.cpp#Mat::getUMat(enum cv::AccessFlag accessFlags, enum cv::UMatUsageFlags usageFlags)#574",915,49,1,49,1,1,145.0,1,145.0,1,1.0,1,1.0,1,4985,1,4985,1,144.0,1,144.0,1,1.0,1,1.0,49,0.0280756482745174,49,0.0280756482745174,49,144,49,144
lpsolver.MUT108.cpp,"opencv_core/modules/core/src/lpsolver.cpp#inner_simplex(Mat_<double> & c, Mat_<double> & b, double & v, int & N, int & B, int & indexToRow)#308",915,76,1,76,1,5,4.0,5,4.0,5,1.0,5,1.0,5,5128,5,5128,5,3.0,5,3.0,5,1.0,5,1.0,76,0.0005846813486649,76,0.0005846813486649,76,3,76,3
matrix.MUT344.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::Mat(const class cv::Mat & m, const class cv::Range * ranges)#851",915,33,1,33,1,1,13.0,1,13.0,1,1.0,1,1.0,1,5122,1,5122,1,12.0,1,12.0,1,1.0,1,1.0,33,0.0023373587845734,33,0.0023373587845734,33,12,33,12
rand.MUT246.cpp,"opencv_core/modules/core/src/rand.cpp#RNG::fill(cv::InputOutputArray _mat, int disttype, cv::InputArray _param1arg, cv::InputArray _param2arg, _Bool saturateRange)#582",915,52,1,52,1,1,29.0,1,29.0,1,1.0,1,1.0,1,3034,1,3034,1,28.0,1,28.0,1,1.0,1,1.0,52,0.0091443500979751,52,0.0091443500979751,52,28,52,28
rand.MUT49.cpp,"opencv_core/modules/core/src/rand.cpp#randf_32f(float * arr, int len, uint64 * state, const cv::Vec2f * p, void * , _Bool )#173",915,54,1,54,1,2,9.0,2,9.0,2,1.0,2,1.0,2,4841,2,4841,2,8.0,2,8.0,2,1.0,2,1.0,54,0.0016498247061249,54,0.0016498247061249,54,8,54,8
persistence.MUT201.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::open(const char * filename_or_buf, int _flags, const char * encoding)#484",915,35,1,35,1,9,36.0,9,36.0,9,1.0,9,1.0,9,5068,9,5068,9,35.0,9,35.0,9,1.0,9,1.0,35,0.0068587105624142,35,0.0068587105624142,35,35,35,35
persistence_yml.MUT402.cpp,opencv_core/modules/core/src/persistence_yml.cpp#YAMLParser::parse(char * ptr)#821,915,86,1,86,1,1,2.0,1,2.0,1,1.0,1,1.0,1,5133,1,5133,1,1.0,1,1.0,1,1.0,1,1.0,86,0.0001947798987144,86,0.0001947798987144,86,1,86,1
persistence.MUT261.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::open(const char * filename_or_buf, int _flags, const char * encoding)#601",915,34,1,34,1,1,50.0,1,50.0,1,1.0,1,1.0,1,5085,1,5085,1,49.0,1,49.0,1,1.0,1,1.0,34,0.0095442150370081,34,0.0095442150370081,34,49,34,49
umatrix.MUT388.cpp,"opencv_core/modules/core/src/umatrix.cpp#UMat::reshape(int new_cn, int new_rows)#986",915,48,1,48,1,1,368.0,1,368.0,1,1.0,1,1.0,1,4767,1,4767,1,367.0,1,367.0,1,1.0,1,1.0,48,0.0714842228282041,48,0.0714842228282041,48,367,48,367
matrix.MUT234.cpp,opencv_core/modules/core/src/matrix.cpp#Mat::Mat(class cv::Mat && m)#606,915,47,1,47,1,1,1964.0,1,1964.0,1,1.0,1,1.0,1,1737,1,1737,1,1963.0,1,1963.0,1,1.0,1,1.0,47,0.5305405405405406,47,0.5305405405405406,47,1963,47,1963
