bug_name,buggy_line_key,# of failing Tcs,# of lines executed by failing TCs,# of mutants,# of uncompilable mutants,# of mutans on buggy line,# of uncompilable mutants on buggy line,# of compilable mutants on buggy line,total p2f (all mutants),total f2p (all mutants),# of functions,# of function with same highest met score,met score of highest rank,rank of buggy function (function level) (met),met score of buggy function,# of function with same highest muse score,muse score of highest rank,rank of buggy function (function level) (muse),muse score of buggy function
downhill_simplex.MUT105.cpp,"opencv_core/modules/core/src/downhill_simplex.cpp#DownhillSolverImpl::innerDownhillSimplex(class cv::Mat & p, double MinRange, double MinError, int & fcount, int nmax)#386",1,516,1041,115,20,0,20,871287,3,915,3,1.0,3,1.0,1,0.0166666666666666,3,0.0119047619047619
matrix.MUT315.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::Mat(const class cv::Mat & m, const class cv::Range & _rowRange, const class cv::Range & _colRange)#778",27,720,1151,153,20,1,19,770201,111,915,1,0.9813067629253164,1,0.9813067629253164,1,0.0486607142857142,1,0.0486607142857142
matrix_expressions.MUT188.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#operator-(const class cv::MatExpr & e, const class cv::Mat & m)#777",1,498,974,132,15,7,8,837617,0,915,915,0.0,915,0.0,915,0.0,915,0.0
umatrix.MUT416.cpp,"opencv_core/modules/core/src/umatrix.cpp#UMat::reshape(int _cn, int _newndims, const int * _newsz)#1044",2,279,1036,121,20,0,20,730901,0,915,915,0.0,915,0.0,915,0.0,915,0.0
persistence.MUT391.cpp,opencv_core/modules/core/src/persistence.cpp#Impl::gets(size_t maxCount)#817,24,3077,1443,105,8,0,8,136369,33,915,1,1.0,1,1.0,1,0.0784313725490196,1,0.0784313725490196
persistence_base64_encoding.MUT24.cpp,opencv_core/modules/core/src/persistence_base64_encoding.cpp#Base64ContextEmitter::write(_to_binary_convertor_t & convertor)#80,7,2415,1285,165,5,0,5,298523,7,915,1,1.0,1,1.0,1,0.1458333333333333,1,0.1458333333333333
dxt.MUT369.cpp,"opencv_core/modules/core/src/dxt.cpp#DFT(const struct cv::OcvDftOptions & c, const Complex<T> * src, Complex<T> * dst)#940",1,1366,1443,162,20,0,20,370172,19,915,1,1.0,1,1.0,1,0.0098153012883422,4,0.0023809523809523
persistence.MUT1090.cpp,opencv_core/modules/core/src/persistence.cpp#FileNode::string()#2330,1,1891,1241,145,20,1,19,236728,2,915,1,1.0,1,1.0,1,0.0333333333333333,1,0.0333333333333333
dxt.MUT865.cpp,"opencv_core/modules/core/src/dxt.cpp#ippi_DFT_R_32F(const uchar * src, size_t src_step, uchar * dst, size_t dst_step, int width, int height, _Bool inv, int norm_flag)#2016",1,1416,1447,190,20,5,15,362450,17,915,1,1.0,1,1.0,1,0.0276872893557631,3,0.0034722222222222
persistence_types.MUT104.cpp,"opencv_core/modules/core/src/persistence_types.cpp#read(const class cv::FileNode & node, class cv::DMatch & value, const class cv::DMatch & default_value)#234",2,920,1348,160,12,0,12,63909,10,915,1,1.0,1,1.0,1,0.0699300699300699,1,0.0699300699300699
downhill_simplex.MUT84.cpp,"opencv_core/modules/core/src/downhill_simplex.cpp#DownhillSolverImpl::innerDownhillSimplex(class cv::Mat & p, double MinRange, double MinError, int & fcount, int nmax)#337",1,520,1090,92,20,3,17,918364,25,915,1,1.0,1,1.0,1,0.0213675213675213,1,0.0213675213675213
matrix.MUT198.cpp,opencv_core/modules/core/src/matrix.cpp#Mat::operator=(const class cv::Mat & m)#504,1,287,1013,132,4,0,4,782556,7,915,2,1.0,2,1.0,1,0.025,1,0.025
rand.MUT244.cpp,"opencv_core/modules/core/src/rand.cpp#RNG::fill(cv::InputOutputArray _mat, int disttype, cv::InputArray _param1arg, cv::InputArray _param2arg, _Bool saturateRange)#573",2,629,1146,101,20,0,20,592078,20,915,1,0.0497518595104994,915,0.0,1,0.0176321144676022,915,0.0
persistence_json.MUT137.cpp,opencv_core/modules/core/src/persistence_json.cpp#JSONParser::skipSpaces(char * ptr)#310,13,3113,1300,135,3,0,3,153623,13,915,1,1.0,1,1.0,1,0.2321428571428571,1,0.2321428571428571
persistence_yml.MUT316.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLParser::parseValue(char * ptr, class cv::FileNode & node, int min_indent, _Bool is_parent_flow)#653",12,2919,1228,149,20,2,18,175457,38,915,1,1.0,1,1.0,1,0.0213304754647982,2,0.0161943319838056
dxt.MUT77.cpp,"opencv_core/modules/core/src/dxt.cpp#DFTInit(int n0, int nf, const int * factors, int * itab, int elem_size, void * _wave, int inv_itab)#289",4,1467,1345,166,20,1,19,347979,55,915,1,1.0,1,1.0,1,0.0285714285714285,1,0.0285714285714285
persistence.MUT887.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::parseBase64(char * ptr, int indent, class cv::FileNode & collection)#1810",10,2446,1343,180,20,0,20,234872,0,915,915,0.0,915,0.0,914,0.0,914,0.0
persistence_json.MUT157.cpp,opencv_core/modules/core/src/persistence_json.cpp#JSONParser::skipSpaces(char * ptr)#346,1,490,1170,137,20,0,20,166510,4,915,1,1.0,1,1.0,1,0.019047619047619,1,0.019047619047619
matrix_iterator.MUT61.cpp,opencv_core/modules/core/src/matrix_iterator.cpp#NAryMatIterator::operator++()#136,133,1818,1011,169,20,1,19,285198,1253,915,1,1.0,1,1.0,1,0.0169767747881167,3,0.0105263157894736
dxt.MUT513.cpp,"opencv_core/modules/core/src/dxt.cpp#RealDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1206",3,1523,1475,153,20,3,17,298896,61,915,1,1.0,1,1.0,1,0.0206093189964157,1,0.0206093189964157
persistence_xml.MUT318.cpp,"opencv_core/modules/core/src/persistence_xml.cpp#XMLParser::parseTag(char * ptr, std::string & tag_name, std::string & type_name, int & tag_type)#689",20,3000,1257,167,20,0,20,187002,180,915,1,1.0,1,1.0,1,0.0473559589581689,1,0.0473559589581689
persistence_yml.MUT322.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLParser::parseValue(char * ptr, class cv::FileNode & node, int min_indent, _Bool is_parent_flow)#663",9,2548,1293,145,20,0,20,234123,37,915,1,1.0,1,1.0,1,0.0288220551378446,1,0.0288220551378446
dxt.MUT400.cpp,"opencv_core/modules/core/src/dxt.cpp#DFT(const struct cv::OcvDftOptions & c, const Complex<T> * src, Complex<T> * dst)#998",3,1683,1298,182,10,0,10,354088,69,915,1,1.0,1,1.0,1,0.0287332162013042,2,0.0042016806722689
persistence_xml.MUT53.cpp,"opencv_core/modules/core/src/persistence_xml.cpp#XMLEmitter::startWriteStruct(const struct cv::FStructData & parent, const char * key, int struct_flags, const char * type_name)#132",4,1951,1151,125,20,0,20,194328,12,915,1,1.0,1,1.0,1,0.0439560439560439,1,0.0439560439560439
rand.MUT53.cpp,"opencv_core/modules/core/src/rand.cpp#randf_64f(double * arr, int len, uint64 * state, const cv::Vec2d * p, void * , _Bool )#187",12,4160,1437,171,20,0,20,147146,61,915,1,1.0,1,1.0,1,0.0184331797235023,1,0.0184331797235023
persistence_json.MUT22.cpp,opencv_core/modules/core/src/persistence_json.cpp#JSONEmitter::endWriteStruct(const struct cv::FStructData & current_struct)#64,1,1812,1062,133,20,7,13,225077,2,915,1,1.0,1,1.0,1,0.0476190476190476,1,0.0476190476190476
matrix.MUT490.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::reshape(int new_cn, int new_rows)#1179",244,1837,1209,165,20,0,20,558035,620,915,1,1.0,1,1.0,1,0.0216179886997057,2,0.0214707461084272
dxt.MUT1312.cpp,"opencv_core/modules/core/src/dxt.cpp#DCT(const struct cv::OcvDftOptions & c, const T * src, size_t src_step, T * dft_src, T * dft_dst, T * dst, size_t dst_step, const Complex<T> * dct_wave)#3804",1,819,1172,118,7,0,7,446658,10,915,1,1.0,1,1.0,1,0.0113636363636363,1,0.0113636363636363
dxt.MUT569.cpp,"opencv_core/modules/core/src/dxt.cpp#RealDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1304",3,1644,1321,135,20,0,20,319852,12,915,1,1.0,1,1.0,1,0.1108287009888647,2,0.0109890109890109
persistence.MUT1211.cpp,"opencv_core/modules/core/src/persistence.cpp#FileNodeIterator::readRaw(const cv::String & fmt, void * _data0, size_t maxsz)#2571",18,3028,1167,149,20,0,20,184514,27,915,1,0.7071067811865476,1,0.7071067811865476,1,0.0306122448979591,1,0.0306122448979591
dxt.MUT39.cpp,"opencv_core/modules/core/src/dxt.cpp#DFTInit(int n0, int nf, const int * factors, int * itab, int elem_size, void * _wave, int inv_itab)#228",1,1295,1278,129,9,6,3,390106,11,915,1,0.0495073771488337,915,0.0,1,0.0264820367767211,915,0.0
umatrix.MUT136.cpp,opencv_core/modules/core/src/umatrix.cpp#UMat::UMat(class cv::UMat && m)#422,1,796,1066,112,5,0,5,623309,19,915,2,1.0,2,1.0,1,0.0233528649969605,3,0.0083333333333333
dxt.MUT579.cpp,"opencv_core/modules/core/src/dxt.cpp#RealDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1321",3,1573,1313,126,5,0,5,191672,51,915,1,1.0,1,1.0,1,0.016025641025641,1,0.016025641025641
dxt.MUT633.cpp,"opencv_core/modules/core/src/dxt.cpp#CCSIDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1432",2,1462,1418,183,4,0,4,265212,0,915,915,0.0,915,0.0,915,0.0,915,0.0
matrix_decomp.MUT130.cpp,"opencv_core/modules/core/src/matrix_decomp.cpp#QRImpl(_Tp * A, size_t astep, int m, int n, int k, _Tp * b, size_t bstep, _Tp * hFactors, _Tp eps)#269",2,636,1058,87,20,0,20,467520,729,915,27,0.7071067811865475,27,0.7071067811865475,3,0.0013046314416177,13,0.0007827788649706
persistence.MUT485.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::startWriteStruct_helper(const char * key, int struct_flags, const char * type_name)#983",7,2125,1317,104,20,2,18,186151,22,915,1,1.0,1,1.0,1,0.0503432494279176,1,0.0503432494279176
dxt.MUT1451.cpp,"opencv_core/modules/core/src/dxt.cpp#OcvDctImpl::apply(const uchar * src, size_t src_step, uchar * dst, size_t dst_step)#4310",1,822,1363,175,20,0,20,562144,20,915,2,1.0,2,1.0,1,0.0212179623203469,4,0.0022675736961451
persistence_json.MUT165.cpp,opencv_core/modules/core/src/persistence_json.cpp#JSONParser::skipSpaces(char * ptr)#359,1,399,1016,103,5,0,5,110812,1,915,1,1.0,1,1.0,1,0.0833333333333333,1,0.0833333333333333
persistence.MUT853.cpp,opencv_core/modules/core/src/persistence.cpp#Base64Decoder::getFloat64()#1759,9,2117,1276,116,20,0,20,189841,0,915,915,0.0,915,0.0,915,0.0,915,0.0
matrix_expressions.MUT72.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#MatOp::subtract(const class cv::MatExpr & e1, const class cv::MatExpr & e2, class cv::MatExpr & res)#381",1,826,1034,151,20,0,20,635686,4,915,1,1.0,1,1.0,1,0.0380952380952381,1,0.0380952380952381
dxt.MUT85.cpp,"opencv_core/modules/core/src/dxt.cpp#DFTInit(int n0, int nf, const int * factors, int * itab, int elem_size, void * _wave, int inv_itab)#298",3,1364,1425,160,20,1,19,385914,23,915,2,0.8164965809277261,2,0.8164965809277261,1,0.0270833333333333,2,0.0125
matrix_expressions.MUT270.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#operator&(const class cv::Mat & a, const class cv::Mat & b)#1153",1,792,944,163,20,5,15,679889,3,915,1,1.0,1,1.0,1,0.046875,1,0.046875
dxt.MUT620.cpp,"opencv_core/modules/core/src/dxt.cpp#CCSIDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1413",2,1478,1378,149,20,0,20,290889,69,915,1,0.0723574605292421,915,0.0,1,0.017853278339078,915,0.0
dxt.MUT843.cpp,"opencv_core/modules/core/src/dxt.cpp#ippi_DFT_C_32F(const uchar * src, size_t src_step, uchar * dst, size_t dst_step, int width, int height, _Bool inv, int norm_flag)#1960",2,1579,1308,161,20,3,17,405252,65,915,1,1.0,1,1.0,1,0.0176402584972046,4,0.0033670033670033
matrix.MUT255.cpp,opencv_core/modules/core/src/matrix.cpp#Mat::operator=(class cv::Mat && m)#647,2,1902,1357,113,4,0,4,275532,0,915,915,0.0,915,0.0,914,0.0,914,0.0
persistence.MUT917.cpp,"opencv_core/modules/core/src/persistence.cpp#FileStorage::FileStorage(const cv::String & filename, int flags, const cv::String & encoding)#1876",48,2453,1327,173,20,6,14,176695,28,915,1,0.3535533905932738,1,0.3535533905932738,1,0.0597701149425287,1,0.0597701149425287
matrix_decomp.MUT6.cpp,"opencv_core/modules/core/src/matrix_decomp.cpp#LUImpl(_Tp * A, size_t astep, int m, _Tp * b, size_t bstep, int n, _Tp eps)#23",2,1235,1116,208,20,0,20,520657,2,915,1,1.0,1,1.0,1,0.0317460317460317,1,0.0317460317460317
downhill_simplex.MUT95.cpp,"opencv_core/modules/core/src/downhill_simplex.cpp#DownhillSolverImpl::innerDownhillSimplex(class cv::Mat & p, double MinRange, double MinError, int & fcount, int nmax)#361",1,515,1095,120,20,1,19,852268,1,915,1,1.0,915,0.0,1,0.0333333333333333,915,0.0
matrix_decomp.MUT60.cpp,"opencv_core/modules/core/src/matrix_decomp.cpp#CholImpl(_Tp * A, size_t astep, int m, _Tp * b, size_t bstep, int n)#125",1,540,1052,126,20,0,20,705556,31,915,1,0.2041241452319315,915,0.0,1,0.0194664969864741,915,0.0
persistence_json.MUT357.cpp,"opencv_core/modules/core/src/persistence_json.cpp#JSONParser::parseMap(char * ptr, class cv::FileNode & node)#742",13,3289,1326,150,3,0,3,169646,24,915,1,1.0,1,1.0,1,0.13,1,0.13
persistence_yml.MUT3.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLEmitter::startWriteStruct(const struct cv::FStructData & parent, const char * key, int struct_flags, const char * type_name)#31",2,1011,1262,126,20,2,18,343328,17,915,1,1.0,1,1.0,1,0.0380116959064327,1,0.0380116959064327
lpsolver.MUT41.cpp,"opencv_core/modules/core/src/lpsolver.cpp#initialize_simplex(Mat_<double> & c, Mat_<double> & b, double & v, int & N, int & B, int & indexToRow)#176",1,486,1121,129,20,0,20,856292,0,915,915,0.0,915,0.0,915,0.0,915,0.0
dxt.MUT555.cpp,"opencv_core/modules/core/src/dxt.cpp#RealDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1281",4,1620,1378,115,4,0,4,332194,88,915,1,0.8164965809277261,2,0.5,1,0.0261452088416452,2,0.0044943820224719
matrix_iterator.MUT33.cpp,"opencv_core/modules/core/src/matrix_iterator.cpp#NAryMatIterator::init(const class cv::Mat ** _arrays, class cv::Mat * _planes, uchar ** _ptrs, int _narrays)#83",591,4512,1331,158,4,0,4,150153,242,915,1,0.1302592610500401,915,0.0,1,0.022430361144655,914,0.0
persistence.MUT235.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::open(const char * filename_or_buf, int _flags, const char * encoding)#556",49,677,1125,122,20,0,20,676053,305,915,1,1.0,1,1.0,1,0.0396825396825396,1,0.0396825396825396
umatrix.MUT208.cpp,"opencv_core/modules/core/src/umatrix.cpp#Mat::getUMat(enum cv::AccessFlag accessFlags, enum cv::UMatUsageFlags usageFlags)#574",144,850,1131,83,4,0,4,914837,586,915,1,1.0,1,1.0,1,0.0981260647359454,1,0.0981260647359454
lpsolver.MUT108.cpp,"opencv_core/modules/core/src/lpsolver.cpp#inner_simplex(Mat_<double> & c, Mat_<double> & b, double & v, int & N, int & B, int & indexToRow)#308",3,687,1153,156,20,1,19,820774,116,915,1,0.8164965809277261,1,0.8164965809277261,1,0.0056980056980056,1,0.0056980056980056
matrix.MUT344.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::Mat(const class cv::Mat & m, const class cv::Range * ranges)#851",12,359,1069,137,20,0,20,1058026,91,915,1,1.0,1,1.0,1,0.0439958592132505,1,0.0439958592132505
rand.MUT246.cpp,"opencv_core/modules/core/src/rand.cpp#RNG::fill(cv::InputOutputArray _mat, int disttype, cv::InputArray _param1arg, cv::InputArray _param2arg, _Bool saturateRange)#582",28,4340,1426,115,20,0,20,146112,36,915,1,0.3857583749052297,915,0.0,1,0.014369244712725,914,0.0
rand.MUT49.cpp,"opencv_core/modules/core/src/rand.cpp#randf_32f(float * arr, int len, uint64 * state, const cv::Vec2f * p, void * , _Bool )#173",8,1265,1292,136,20,2,18,317430,132,915,1,1.0,1,1.0,1,0.0189948555599525,1,0.0189948555599525
persistence.MUT201.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::open(const char * filename_or_buf, int _flags, const char * encoding)#484",35,3028,1307,136,20,0,20,115022,266,915,1,0.9710083124552245,1,0.9710083124552245,1,0.0470840021401819,1,0.0470840021401819
persistence_yml.MUT402.cpp,opencv_core/modules/core/src/persistence_yml.cpp#YAMLParser::parse(char * ptr)#821,1,614,1326,125,8,0,8,206221,14,915,1,1.0,1,1.0,1,0.0222222222222222,1,0.0222222222222222
persistence.MUT261.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::open(const char * filename_or_buf, int _flags, const char * encoding)#601",49,691,1129,116,15,0,15,547051,484,915,1,1.0,1,1.0,1,0.0600515463917525,1,0.0600515463917525
umatrix.MUT388.cpp,"opencv_core/modules/core/src/umatrix.cpp#UMat::reshape(int new_cn, int new_rows)#986",367,792,934,62,20,0,20,580842,2179,915,1,1.0,1,1.0,1,0.0455002184359982,1,0.0455002184359982
matrix.MUT234.cpp,opencv_core/modules/core/src/matrix.cpp#Mat::Mat(class cv::Mat && m)#606,1963,1163,1136,86,20,5,15,313594,12380,915,1,1.0,1,1.0,1,0.0580072288183506,1,0.0580072288183506
matrix.MUT256.cpp,opencv_core/modules/core/src/matrix.cpp#Mat::operator=(class cv::Mat && m)#648,2,2008,1223,131,4,0,4,399119,0,915,915,0.0,915,0.0,915,0.0,915,0.0
umatrix.MUT344.cpp,opencv_core/modules/core/src/umatrix.cpp#UMat::diag(int d)#887,389,679,1086,78,20,3,17,773400,403,915,1,1.0,1,1.0,1,0.0554180418041804,1,0.0554180418041804
dxt.MUT883.cpp,"opencv_core/modules/core/src/dxt.cpp#complementComplexOutput(int depth, uchar * ptr, size_t step, int count, int len, int dft_dims)#2676",3,1565,1314,153,20,1,19,253647,30,915,1,1.0,1,1.0,1,0.0129032258064516,4,0.0112903225806451
matrix_expressions.MUT298.cpp,opencv_core/modules/core/src/matrix_expressions.cpp#MatExpr::type()#1265,333,855,1029,114,20,0,20,718741,39,914,1,0.2050415617430818,1,0.2050415617430818,1,0.0321011946400675,2,0.0166666666666666
matrix_iterator.MUT63.cpp,opencv_core/modules/core/src/matrix_iterator.cpp#NAryMatIterator::operator++()#138,1,1346,1017,160,8,0,8,399991,3,915,1,1.0,1,1.0,1,0.0833333333333333,1,0.0833333333333333
persistence_base64_encoding.MUT71.cpp,"opencv_core/modules/core/src/persistence_base64_encoding.cpp#base64_encode(const uint8_t * src, uint8_t * dst, size_t off, size_t cnt)#187",3,2367,1168,123,20,0,20,237722,0,915,915,0.0,915,0.0,915,0.0,915,0.0
persistence_json.MUT140.cpp,opencv_core/modules/core/src/persistence_json.cpp#JSONParser::skipSpaces(char * ptr)#316,2,2688,1373,137,6,0,6,184926,4,915,1,1.0,1,1.0,1,0.0857142857142857,1,0.0857142857142857
matrix.MUT168.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::Mat(int _rows, int _cols, int _type, void * _data, size_t _step)#440",14,2741,1087,117,20,2,18,158905,92,915,1,1.0,1,1.0,1,0.0297549847962637,2,0.0164119977362761
dxt.MUT322.cpp,opencv_core/modules/core/src/dxt.cpp#OcvDftOptions::OcvDftOptions()#820,2,1388,1350,163,18,0,18,302022,8,915,1,1.0,1,1.0,1,0.0350877192982456,1,0.0350877192982456
persistence.MUT934.cpp,opencv_core/modules/core/src/persistence.cpp#FileStorage::isOpened()#1920,3,210,984,138,19,5,14,399187,60,915,1,1.0,1,1.0,1,0.0210494685793604,2,0.0163934426229508
rand.MUT152.cpp,"opencv_core/modules/core/src/rand.cpp#RNG::fill(cv::InputOutputArray _mat, int disttype, cv::InputArray _param1arg, cv::InputArray _param2arg, _Bool saturateRange)#424",2,299,1131,130,20,0,20,1072777,16,915,1,1.0,1,1.0,1,0.0448179271708683,1,0.0448179271708683
dxt.MUT138.cpp,"opencv_core/modules/core/src/dxt.cpp#DFTInit(int n0, int nf, const int * factors, int * itab, int elem_size, void * _wave, int inv_itab)#391",1,1338,1476,166,20,1,19,519642,27,915,1,1.0,1,1.0,1,0.0197115146134373,3,0.0022305764229832
persistence.MUT724.cpp,"opencv_core/modules/core/src/persistence.cpp#Impl::reserveNodeSpace(class cv::FileNode & node, size_t sz)#1507",39,2247,1173,129,20,0,20,144420,24,915,1,0.2264554068289191,1,0.2264554068289191,1,0.0457142857142857,1,0.0457142857142857
matrix.MUT282.cpp,"opencv_core/modules/core/src/matrix.cpp#Mat::create(int d, const int * _sizes, int _type)#701",3637,1737,1317,136,4,0,4,16131,18,915,1,0.0234500270115154,1,0.0234500270115154,1,0.0421052631578947,1,0.0421052631578947
matrix_expressions.MUT314.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#MatOp_AddEx::assign(const class cv::MatExpr & e, class cv::Mat & m, int _type)#1309",1,975,958,158,20,0,20,451125,7,915,2,1.0,2,1.0,1,0.0357142857142857,1,0.0357142857142857
dxt.MUT875.cpp,"opencv_core/modules/core/src/dxt.cpp#complementComplex(T * ptr, size_t step, int n, int len, int dft_dims)#2661",2,1052,1234,159,20,0,20,284143,13,915,2,1.0,2,1.0,1,0.0304891415173554,2,0.0136054421768707
dxt.MUT568.cpp,"opencv_core/modules/core/src/dxt.cpp#RealDFT(const struct cv::OcvDftOptions & c, const T * src, T * dst)#1303",4,1634,1378,145,4,0,4,340616,20,915,1,0.7071067811865475,2,0.5,1,0.0236308564416086,2,0.019047619047619
umatrix.MUT362.cpp,"opencv_core/modules/core/src/umatrix.cpp#UMat::adjustROI(int dtop, int dbottom, int dleft, int dright)#928",196,705,1183,104,20,0,20,896370,699,915,1,0.9974457174120672,1,0.9974457174120672,1,0.0475510204081632,1,0.0475510204081632
matrix.MUT547.cpp,"opencv_core/modules/core/src/matrix.cpp#getContinuousSize2D(class cv::Mat & m1, class cv::Mat & m2, int widthScale)#1314",1,335,1073,142,20,0,20,1124088,6,915,1,1.0,1,1.0,1,0.0408163265306122,1,0.0408163265306122
downhill_simplex.MUT135.cpp,"opencv_core/modules/core/src/downhill_simplex.cpp#DownhillSolverImpl::replacePoint(class cv::Mat & p, class cv::Mat & coord_sum, class cv::Mat & y, int ihi, double alpha_, double ytry)#447",1,520,1085,123,20,2,18,846537,9,915,4,1.0,4,1.0,1,0.019047619047619,2,0.0157894736842105
persistence_types.MUT75.cpp,"opencv_core/modules/core/src/persistence_types.cpp#read(const class cv::FileNode & node, class cv::SparseMat & m, const class cv::SparseMat & default_mat)#174",1,1857,1304,125,13,6,7,237054,0,915,915,0.0,915,0.0,914,0.0,914,0.0
dxt.MUT34.cpp,"opencv_core/modules/core/src/dxt.cpp#DFTInit(int n0, int nf, const int * factors, int * itab, int elem_size, void * _wave, int inv_itab)#218",1,1194,1417,139,20,1,19,520041,20,915,2,1.0,2,1.0,1,0.0211640211640211,4,0.0023809523809523
matrix_expressions.MUT238.cpp,"opencv_core/modules/core/src/matrix_expressions.cpp#operator==(double s, const class cv::Mat & a)#1013",1,697,1010,176,20,6,14,583700,3,915,1,1.0,1,1.0,1,0.05,1,0.05
persistence_yml.MUT329.cpp,"opencv_core/modules/core/src/persistence_yml.cpp#YAMLParser::parseValue(char * ptr, class cv::FileNode & node, int min_indent, _Bool is_parent_flow)#676",8,2549,1234,126,4,0,4,173671,25,915,1,1.0,1,1.0,1,0.123076923076923,1,0.123076923076923
persistence.MUT1174.cpp,"opencv_core/modules/core/src/persistence.cpp#FileNodeIterator::FileNodeIterator(const class cv::FileNode & node, _Bool seekEnd)#2488",1,1923,1183,100,20,11,9,248018,0,915,915,0.0,915,0.0,914,0.0,914,0.0
matrix.MUT11.cpp,"opencv_core/modules/core/src/matrix.cpp#MatAllocator::download(struct cv::UMatData * u, void * dstptr, int dims, const size_t * sz, const size_t * srcofs, const size_t * srcstep, const size_t * dststep)#41",109,988,1033,83,6,0,6,898745,254,915,1,1.0,1,1.0,1,0.0633053221288515,1,0.0633053221288515
persistence_xml.MUT314.cpp,"opencv_core/modules/core/src/persistence_xml.cpp#XMLParser::parseTag(char * ptr, std::string & tag_name, std::string & type_name, int & tag_type)#682",7,3025,1340,125,20,1,19,204187,4,915,1,0.3779644730092272,915,0.0,1,0.05,915,0.0
