subject,method_name,mlp_test_acc5,mlp_test_acc10,mlp_self_acc5,mlp_self_acc10,avg_num_failing_tcs,avg_num_passing_tcs,avg_num_ccts,avg_num_utilized_failing_tcs,avg_num_utilized_passing_tcs,avg_num_utilized_ccts,avg_num_utilized_mutants,avg_num_utilized_mutants_per_line,avg_buggy_line_mut_cnt,avg_buggy_line_f2p,avg_buggy_line_p2f,avg_total_mut_build_time,avg_total_tcs_exec_time,avg_num_lines_executed_by_failing_tcs,avg_num_funcs_executed_by_failing_tcs,met_acc5,met_acc10,muse_acc5,muse_acc10,avg_time_duration,rel_time_diff,naish2_acc5,naish2_acc10,avg_line_top_perc
opencv_imgproc_exp1,sbfl10-10mut,42.34,70.61,42.54,60.39,2.43,96.79,0.65,2.43,96.79,0.0,135.5,6.92,2.65,1.05,0.0,1410.23,1205.17,199.08,13.86,50.43,78.45,52.59,78.02,0.73,-90.27,34.05,48.28,50.74
opencv_imgproc_exp1,sbfl10-5mut,39.09,65.5,38.06,56.34,2.43,96.79,0.65,2.43,96.79,0.0,76.44,3.89,1.21,0.38,0.0,793.1,680.02,199.08,13.86,49.14,78.88,49.57,78.45,0.41,-94.52,34.05,48.28,50.74
opencv_imgproc_exp1,sbfl10-3mut,38.66,65.11,36.77,55.82,2.43,96.79,0.65,2.43,96.79,0.0,47.12,2.38,0.68,0.21,0.0,487.9,419.18,199.08,13.86,45.69,82.33,46.55,82.33,0.25,-96.63,34.05,48.28,50.74
opencv_imgproc_exp1,sbfl10-1mut,39.83,66.84,37.89,57.16,2.43,96.79,0.65,2.43,96.79,0.0,15.78,0.81,0.26,0.12,0.0,163.28,140.33,199.08,13.86,45.26,78.02,45.69,78.45,0.08,-98.87,34.05,48.28,50.74
opencv_imgproc_exp1,sbfl10-0mut,35.76,65.45,39.4,64.05,2.43,96.79,0.65,2.43,96.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.08,13.86,0.0,0.0,40.09,79.31,0.0,-100.0,34.05,48.28,50.74
opencv_core_exp1,allfails-10mut,79.74,91.26,61.64,68.19,16.71,273.12,8.05,16.71,273.12,0.0,5142.56,5.3,8.43,28.56,0.0,65943.63,103195.94,971.84,123.99,71.55,72.41,68.97,71.98,46.98,0.0,45.69,55.17,52.35
opencv_core_exp1,sbfl10-10mut,78.18,90.0,53.79,61.68,16.71,273.12,8.05,16.71,273.12,0.0,531.29,5.68,6.12,27.83,0.0,6795.35,10689.24,971.84,123.99,61.64,63.36,62.93,67.24,4.86,-89.66,45.69,55.17,52.35
opencv_core_exp1,sbfl10-5mut,76.62,90.0,54.53,62.41,16.71,273.12,8.05,16.71,273.12,0.0,314.46,3.34,3.5,14.2,0.0,4004.28,6323.02,971.84,123.99,59.48,63.36,62.07,66.81,2.87,-93.89,45.69,55.17,52.35
opencv_core_exp1,sbfl10-3mut,74.46,89.0,51.64,59.61,16.71,273.12,8.05,16.71,273.12,0.0,197.36,2.09,2.08,10.71,0.0,2511.62,3967.77,971.84,123.99,52.59,57.76,55.17,62.07,1.8,-96.17,45.69,55.17,52.35
opencv_core_exp1,sbfl10-1mut,63.55,83.2,41.51,49.61,16.71,273.12,8.05,16.71,273.12,0.0,67.22,0.71,0.69,2.0,0.0,852.9,1351.38,971.84,123.99,33.62,43.1,35.78,49.14,0.61,-98.7,45.69,55.17,52.35
opencv_core_exp1,sbfl10-0mut,57.62,81.0,39.48,49.7,16.71,273.12,8.05,16.71,273.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.84,123.99,0.0,0.0,14.22,32.76,0.0,-100.0,45.69,55.17,52.35
jsoncpp_exp1,allfails-10mut,81.99,91.86,94.83,99.78,6.39,116.19,2.14,6.39,116.19,0.0,2205.47,4.95,8.01,10.4,0.0,5169.71,993.81,437.05,78.8,68.97,70.26,71.98,84.05,1.71,0.0,81.47,95.69,52.09
jsoncpp_exp1,sbfl10-10mut,86.15,94.55,95.47,100.0,6.39,116.19,2.14,6.39,116.19,0.0,236.14,5.55,7.53,10.31,0.0,556.67,106.44,437.05,78.8,72.41,90.52,91.38,98.28,0.18,-89.24,81.47,95.69,52.09
jsoncpp_exp1,sbfl10-5mut,85.19,94.03,92.72,99.48,6.39,116.19,2.14,6.39,116.19,0.0,150.83,3.54,4.52,6.1,0.0,354.35,68.01,437.05,78.8,65.09,84.91,89.66,96.98,0.12,-93.15,81.47,95.69,52.09
jsoncpp_exp1,sbfl10-3mut,83.38,92.55,88.58,98.41,6.39,116.19,2.14,6.39,116.19,0.0,96.92,2.28,2.84,3.85,0.0,226.81,43.71,437.05,78.8,57.76,81.47,84.91,96.55,0.08,-95.61,81.47,95.69,52.09
jsoncpp_exp1,sbfl10-1mut,78.4,90.95,84.27,96.94,6.39,116.19,2.14,6.39,116.19,0.0,33.51,0.79,0.94,2.19,0.0,78.22,15.11,437.05,78.8,43.1,77.16,66.38,95.69,0.03,-98.49,81.47,95.69,52.09
jsoncpp_exp1,sbfl10-0mut,67.49,86.58,81.9,96.55,6.39,116.19,2.14,6.39,116.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.05,78.8,0.0,0.0,14.22,63.79,0.0,-100.0,81.47,95.69,52.09
