bug_name,key,total # of functions,# of functions with same highest Binary score,Binary score of highest rank,rank of buggy function (Binary),Binary score of buggy function,# of functions with same highest GP13 score,GP13 score of highest rank,rank of buggy function (GP13),GP13 score of buggy function,# of functions with same highest Jaccard score,Jaccard score of highest rank,rank of buggy function (Jaccard),Jaccard score of buggy function,# of functions with same highest Naish1 score,Naish1 score of highest rank,rank of buggy function (Naish1),Naish1 score of buggy function,# of functions with same highest Naish2 score,Naish2 score of highest rank,rank of buggy function (Naish2),Naish2 score of buggy function,# of functions with same highest Ochiai score,Ochiai score of highest rank,rank of buggy function (Ochiai),Ochiai score of buggy function,# of functions with same highest Russel+Rao score,Russel+Rao score of highest rank,rank of buggy function (Russel+Rao),Russel+Rao score of buggy function,# of functions with same highest Wong1 score,Wong1 score of highest rank,rank of buggy function (Wong1),Wong1 score of buggy function
nary_eltwise_layers.MUT117.cpp,opencv_dnn/modules/dnn/src/layers/nary_eltwise_layers.cpp#NaryEltwiseLayerImpl::findCommonShape(int shapes)#314,1095,19,1,19,1,5,61.0,5,61.0,5,1.0,5,1.0,5,2806,5,2806,5,60.0,5,60.0,5,1.0,5,1.0,19,0.0209351011863224,19,0.0209351011863224,19,60,19,60
onnx_graph_simplifier.MUT705.cpp,opencv_dnn/modules/dnn/src/onnx/onnx_graph_simplifier.cpp#getMatFromTensor(const opencv_onnx::TensorProto & tensor_proto)#1778,1095,94,1,94,1,1,13.0,1,13.0,1,1.0,1,1.0,1,2861,1,2861,1,12.0,1,12.0,1,1.0,1,1.0,94,0.0041768186564566,94,0.0041768186564566,94,12,94,12
einsum_layer.MUT293.cpp,opencv_dnn/modules/dnn/src/layers/einsum_layer.cpp#LayerEinsumImpl::processEquation(const int & inputs)#965,1095,96,1,96,1,1,10.0,1,10.0,1,1.0,1,1.0,1,2864,1,2864,1,9.0,1,9.0,1,1.0,1,1.0,96,0.0031326139923424,96,0.0031326139923424,96,9,96,9
convolution_layer.MUT49.cpp,opencv_dnn/modules/dnn/src/layers/convolution_layer.cpp#BaseConvolutionLayerImpl::tryFuse(Ptr<class cv::dnn::dnn4_v20240521::Layer> & top)#196,1095,121,1,121,1,2,5.0,2,5.0,2,1.0,2,1.0,2,2868,2,2868,2,4.0,2,4.0,2,1.0,2,1.0,121,0.0013927576601671,121,0.0013927576601671,121,4,121,4
arg_layer.MUT14.cpp,"opencv_dnn/modules/dnn/src/layers/arg_layer.cpp#ArgLayerImpl::getMemoryShapes(const int & inputs, const int requiredOutputs, int & outputs, int & internals)#66",1095,101,1,101,1,5,2.0,5,2.0,5,1.0,5,1.0,5,2871,5,2871,5,1.0,5,1.0,5,1.0,5,1.0,101,0.0003481894150417,101,0.0003481894150417,101,1,101,1
onnx_importer.MUT1574.cpp,"opencv_dnn/modules/dnn/src/onnx/onnx_importer.cpp#ONNXImporter::parseQEltwise(class cv::dnn::dnn4_v20240521::LayerParams & layerParams, const opencv_onnx::NodeProto & node_proto_)#3702",1095,116,1,116,1,1,2.0,1,2.0,1,1.0,1,1.0,1,2872,1,2872,1,1.0,1,1.0,1,1.0,1,1.0,116,0.0003480682213713,116,0.0003480682213713,116,1,116,1
gemm_layer.MUT47.cpp,"opencv_dnn/modules/dnn/src/layers/gemm_layer.cpp#GemmLayerImpl::broadcastCWtihBeta(int M, int N, const class cv::Mat & C)#126",1095,108,1,108,1,1,12.0,1,12.0,1,1.0,1,1.0,1,2858,1,2858,1,11.0,1,11.0,1,1.0,1,1.0,108,0.0038340885325897,108,0.0038340885325897,108,11,108,11
slice_layer.MUT14.cpp,"opencv_dnn/modules/dnn/src/layers/slice_layer.cpp#tranformForNegSteps(const cv::dnn::dnn4_v20240521::MatShape & inpShape, int & sliceRanges, int & sliceSteps)#104",1095,122,1,122,1,3,2.0,3,2.0,3,1.0,3,1.0,3,2872,3,2872,3,1.0,3,1.0,3,1.0,3,1.0,122,0.0003480682213713,122,0.0003480682213713,122,1,122,1
torch_importer.MUT427.cpp,"opencv_dnn/modules/dnn/src/torch/torch_importer.cpp#TorchImporter::fill(struct cv::dnn::dnn4_v20240521::TorchImporter::Module * module, int & addedModules, int prevLayerId, int prevOutNum)#1051",1095,28,1,28,1,22,27.0,22,27.0,22,1.0,22,1.0,22,2847,22,2847,22,26.0,22,26.0,22,1.0,22,1.0,28,0.0090497737556561,28,0.0090497737556561,28,26,28,26
graph_simplifier.MUT5.cpp,"opencv_dnn/modules/dnn/src/graph_simplifier.cpp#Subgraph::addNodeToMatch(const std::string & op, int input_0, int input_1, int input_2, int input_3)#25",1095,13,1,13,1,7,45.0,7,45.0,7,1.0,7,1.0,7,2181,7,2181,7,44.0,7,44.0,7,1.0,7,1.0,13,0.0197752808988764,13,0.0197752808988764,13,44,13,44
nary_eltwise_layers.MUT47.cpp,opencv_dnn/modules/dnn/src/layers/nary_eltwise_layers.cpp#NaryEltwiseHelper::prepare_for_broadcast_op()#135,1095,22,1,22,1,3,53.0,3,53.0,3,1.0,3,1.0,3,2809,3,2809,3,52.0,3,52.0,3,1.0,3,1.0,22,0.0181754631247815,22,0.0181754631247815,22,52,22,52
eltwise_layer.MUT264.cpp,"opencv_dnn/modules/dnn/src/layers/eltwise_layer.cpp#EltwiseLayerImpl::tryQuantize(const int & scales, const int & zeropoints, class cv::dnn::dnn4_v20240521::LayerParams & params)#947",1095,330,1,330,1,1,2.0,1,2.0,1,1.0,1,1.0,1,2872,1,2872,1,1.0,1,1.0,1,1.0,1,1.0,330,0.0003480682213713,330,0.0003480682213713,330,1,330,1
torch_importer.MUT440.cpp,"opencv_dnn/modules/dnn/src/torch/torch_importer.cpp#TorchImporter::fill(struct cv::dnn::dnn4_v20240521::TorchImporter::Module * module, int & addedModules, int prevLayerId, int prevOutNum)#1074",1095,32,1,32,1,1,2.0,1,2.0,1,1.0,1,1.0,1,2872,1,2872,1,1.0,1,1.0,1,1.0,1,1.0,32,0.0003480682213713,32,0.0003480682213713,32,1,32,1
onnx_graph_simplifier.MUT290.cpp,"opencv_dnn/modules/dnn/src/onnx/onnx_graph_simplifier.cpp#LayerNormSubGraph::match(const Ptr<class cv::dnn::ImportGraphWrapper> & net, int nodeId, int & matchedNodesIds)#857",1095,127,1,127,1,1,2.0,1,2.0,1,1.0,1,1.0,1,2872,1,2872,1,1.0,1,1.0,1,1.0,1,1.0,127,0.0003480682213713,127,0.0003480682213713,127,1,127,1
lrn_layer.MUT46.cpp,opencv_dnn/modules/dnn/src/layers/lrn_layer.cpp#ChannelLRN::operator()(const class cv::Range & r)#226,1095,22,1,22,1,6,5.0,6,5.0,6,1.0,6,1.0,6,2821,6,2821,6,4.0,6,4.0,6,1.0,6,1.0,22,0.0014159292035398,22,0.0014159292035398,22,4,22,4
shuffle_channel_layer.MUT24.cpp,"opencv_dnn/modules/dnn/src/layers/shuffle_channel_layer.cpp#ShuffleChannelLayerImpl::finalize(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr)#71",1095,23,1,23,1,1,7.0,1,7.0,1,1.0,1,1.0,1,2867,1,2867,1,6.0,1,6.0,1,1.0,1,1.0,23,0.0020884093282283,23,0.0020884093282283,23,6,23,6
torch_importer.MUT481.cpp,"opencv_dnn/modules/dnn/src/torch/torch_importer.cpp#TorchImporter::fill(struct cv::dnn::dnn4_v20240521::TorchImporter::Module * module, int & addedModules, int prevLayerId, int prevOutNum)#1143",1095,48,1,48,1,2,3.0,2,3.0,2,1.0,2,1.0,2,2871,2,2871,2,2.0,2,2.0,2,1.0,2,1.0,48,0.0006961364427427,48,0.0006961364427427,48,2,48,2
region_layer.MUT109.cpp,"opencv_dnn/modules/dnn/src/layers/region_layer.cpp#RegionLayerImpl::do_nms_sort(float * detections, int total, float score_thresh, float nms_thresh)#368",1095,43,1,43,1,8,2.0,8,2.0,8,1.0,8,1.0,8,2872,8,2872,8,1.0,8,1.0,8,1.0,8,1.0,43,0.0003480682213713,43,0.0003480682213713,43,1,43,1
recurrent_layers.MUT146.cpp,"opencv_dnn/modules/dnn/src/layers/recurrent_layers.cpp#LSTMLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#461",1095,33,1,33,1,2,3.0,2,3.0,2,1.0,2,1.0,2,2871,2,2871,2,2.0,2,2.0,2,1.0,2,1.0,33,0.0006961364427427,33,0.0006961364427427,33,2,33,2
darknet_io.MUT416.cpp,"opencv_dnn/modules/dnn/src/darknet/darknet_io.cpp#ReadDarknetFromCfgStream(std::istream & ifile, class cv::dnn::darknet::NetParameter * net)#837",1095,14,1,14,1,3,3.0,3,3.0,3,1.0,3,1.0,3,2869,3,2869,3,2.0,3,2.0,3,1.0,3,1.0,14,0.0006966213862765,14,0.0006966213862765,14,2,14,2
onnx_importer.MUT169.cpp,opencv_dnn/modules/dnn/src/onnx/onnx_importer.cpp#ONNXImporter::parseOperatorSet()#705,1095,101,1,101,1,80,19.0,80,19.0,80,1.0,80,1.0,80,2310,80,2310,80,18.0,80,18.0,80,1.0,80,1.0,101,0.0077319587628865,101,0.0077319587628865,101,18,101,18
tf_importer.MUT691.cpp,"opencv_dnn/modules/dnn/src/tensorflow/tf_importer.cpp#TFImporter::parseMul(tensorflow::GraphDef & net, const tensorflow::NodeDef & layer, class cv::dnn::dnn4_v20240521::LayerParams & layerParams)#1825",1095,73,1,73,1,2,7.0,2,7.0,2,1.0,2,1.0,2,2867,2,2867,2,6.0,2,6.0,2,1.0,2,1.0,73,0.0020884093282283,73,0.0020884093282283,73,6,73,6
pooling_layer.MUT418.cpp,"opencv_dnn/modules/dnn/src/layers/pooling_layer.cpp#PoolingLayerImpl::getMemoryShapes(const int & inputs, const int requiredOutputs, int & outputs, int & internals)#1358",1095,22,1,22,1,2,337.0,2,337.0,2,1.0,2,1.0,2,2519,2,2519,2,336.0,2,336.0,2,1.0,2,1.0,22,0.1176882661996497,22,0.1176882661996497,22,336,22,336
tf_importer.MUT2.cpp,opencv_dnn/modules/dnn/src/tensorflow/tf_importer.cpp#toNCHW(int idx)#55,1095,68,1,68,1,1,19.0,1,19.0,1,1.0,1,1.0,1,2851,1,2851,1,18.0,1,18.0,1,1.0,1,1.0,68,0.0062739630533286,68,0.0062739630533286,68,18,68,18
reduce_layer.MUT19.cpp,opencv_dnn/modules/dnn/src/layers/reduce_layer.cpp#ReduceLayerImpl::ReduceLayerImpl(const class cv::dnn::dnn4_v20240521::LayerParams & params)#36,1095,94,1,94,1,1,9.0,1,9.0,1,1.0,1,1.0,1,2857,1,2857,1,8.0,1,8.0,1,1.0,1,1.0,94,0.0027923211169284,94,0.0027923211169284,94,8,94,8
einsum_layer.MUT270.cpp,opencv_dnn/modules/dnn/src/layers/einsum_layer.cpp#LayerEinsumImpl::processEquation(const int & inputs)#884,1095,95,1,95,1,5,14.0,5,14.0,5,1.0,5,1.0,5,2860,5,2860,5,13.0,5,13.0,5,1.0,5,1.0,95,0.004524886877828,95,0.004524886877828,95,13,95,13
onnx_importer.MUT1531.cpp,"opencv_dnn/modules/dnn/src/onnx/onnx_importer.cpp#ONNXImporter::parseQEltwise(class cv::dnn::dnn4_v20240521::LayerParams & layerParams, const opencv_onnx::NodeProto & node_proto_)#3640",1095,122,1,122,1,1,2.0,1,2.0,1,1.0,1,1.0,1,2872,1,2872,1,1.0,1,1.0,1,1.0,1,1.0,122,0.0003480682213713,122,0.0003480682213713,122,1,122,1
tf_importer.MUT808.cpp,"opencv_dnn/modules/dnn/src/tensorflow/tf_importer.cpp#TFImporter::parseBlockLSTM(tensorflow::GraphDef & net, const tensorflow::NodeDef & layer, class cv::dnn::dnn4_v20240521::LayerParams & layerParams)#2095",1095,33,1,33,1,3,2.0,3,2.0,3,1.0,3,1.0,3,2872,3,2872,3,1.0,3,1.0,3,1.0,3,1.0,33,0.0003480682213713,33,0.0003480682213713,33,1,33,1
onnx_importer.MUT792.cpp,"opencv_dnn/modules/dnn/src/onnx/onnx_importer.cpp#ONNXImporter::parseSqueeze(class cv::dnn::dnn4_v20240521::LayerParams & layerParams, const opencv_onnx::NodeProto & node_proto)#2125",1095,104,1,104,1,1,7.0,1,7.0,1,1.0,1,1.0,1,2865,1,2865,1,6.0,1,6.0,1,1.0,1,1.0,104,0.0020898641588296,104,0.0020898641588296,104,6,104,6
onnx_importer.MUT1285.cpp,"opencv_dnn/modules/dnn/src/onnx/onnx_importer.cpp#ONNXImporter::parseLayerNorm(class cv::dnn::dnn4_v20240521::LayerParams & layerParams, const opencv_onnx::NodeProto & node_proto)#3170",1095,95,1,95,1,5,15.0,5,15.0,5,1.0,5,1.0,5,2853,5,2853,5,14.0,5,14.0,5,1.0,5,1.0,95,0.00488315312173,95,0.00488315312173,95,14,95,14
nary_eltwise_layers.MUT291.cpp,"opencv_dnn/modules/dnn/src/layers/nary_eltwise_layers.cpp#NaryEltwiseLayerImpl::opDispatch(size_t ninputs, Args &&... args)#640",1095,120,1,120,1,2,4.0,2,4.0,2,1.0,2,1.0,2,2870,2,2870,2,3.0,2,3.0,2,1.0,2,1.0,120,0.0010442046641141,120,0.0010442046641141,120,3,120,3
einsum_layer.MUT100.cpp,opencv_dnn/modules/dnn/src/layers/einsum_layer.cpp#LayerEinsumImpl::LayerEinsumImpl(const class cv::dnn::dnn4_v20240521::LayerParams & params)#390,1095,93,1,93,1,3,14.0,3,14.0,3,1.0,3,1.0,3,2860,3,2860,3,13.0,3,13.0,3,1.0,3,1.0,93,0.004524886877828,93,0.004524886877828,93,13,93,13
nary_eltwise_layers.MUT187.cpp,"opencv_dnn/modules/dnn/src/layers/nary_eltwise_layers.cpp#NaryEltwiseLayerImpl::nary_forward_impl(const Functor & f, const T scale, int ninputs, int ndims, const int & shape, const char ** inp, char * out, const int & steps, int & ptrs)#445",1095,28,1,28,1,1,4.0,1,4.0,1,1.0,1,1.0,1,2866,1,2866,1,3.0,1,3.0,1,1.0,1,1.0,28,0.0010456605088881,28,0.0010456605088881,28,3,28,3
region_layer.MUT9.cpp,opencv_dnn/modules/dnn/src/layers/region_layer.cpp#RegionLayerImpl::RegionLayerImpl(const class cv::dnn::dnn4_v20240521::LayerParams & params)#91,1095,42,1,42,1,7,2.0,7,2.0,7,1.0,7,1.0,7,2872,7,2872,7,1.0,7,1.0,7,1.0,7,1.0,42,0.0003480682213713,42,0.0003480682213713,42,1,42,1
reshape_layer.MUT50.cpp,opencv_dnn/modules/dnn/src/layers/reshape_layer.cpp#ReshapeLayerImpl::ReshapeLayerImpl(const class cv::dnn::dnn4_v20240521::LayerParams & params)#176,1095,44,1,44,1,6,4.0,6,4.0,6,1.0,6,1.0,6,2793,6,2793,6,3.0,6,3.0,6,1.0,6,1.0,44,0.0010729613733905,44,0.0010729613733905,44,3,44,3
torch_importer.MUT140.cpp,opencv_dnn/modules/dnn/src/torch/torch_importer.cpp#TorchImporter::readTorchObject(int index)#508,1095,40,1,40,1,26,2.0,26,2.0,26,1.0,26,1.0,26,2847,26,2847,26,1.0,26,1.0,26,1.0,26,1.0,40,0.0003511235955056,40,0.0003511235955056,40,1,40,1
onnx_importer.MUT773.cpp,"opencv_dnn/modules/dnn/src/onnx/onnx_importer.cpp#ONNXImporter::parseTranspose(class cv::dnn::dnn4_v20240521::LayerParams & layerParams, const opencv_onnx::NodeProto & node_proto)#2089",1095,168,1,168,1,5,2.0,5,2.0,5,1.0,5,1.0,5,2870,5,2870,5,1.0,5,1.0,5,1.0,5,1.0,168,0.0003483106931382,168,0.0003483106931382,168,1,168,1
tf_importer.MUT195.cpp,"opencv_dnn/modules/dnn/src/tensorflow/tf_importer.cpp#TFImporter::parseConvolution(tensorflow::GraphDef & net, const tensorflow::NodeDef & layer_, class cv::dnn::dnn4_v20240521::LayerParams & layerParams)#721",1095,100,1,100,1,2,5.0,2,5.0,2,1.0,2,1.0,2,2869,2,2869,2,4.0,2,4.0,2,1.0,2,1.0,100,0.0013922728854855,100,0.0013922728854855,100,4,100,4
onnx_importer.MUT631.cpp,"opencv_dnn/modules/dnn/src/onnx/onnx_importer.cpp#ONNXImporter::parseClip(class cv::dnn::dnn4_v20240521::LayerParams & layerParams, const opencv_onnx::NodeProto & node_proto)#1792",1095,111,1,111,1,1,2.0,1,2.0,1,1.0,1,1.0,1,2869,1,2869,1,1.0,1,1.0,1,1.0,1,1.0,111,0.0003484320557491,111,0.0003484320557491,111,1,111,1
recurrent_layers.MUT42.cpp,opencv_dnn/modules/dnn/src/layers/recurrent_layers.cpp#LSTMLayerImpl::LSTMLayerImpl(const class cv::dnn::dnn4_v20240521::LayerParams & params)#214,1095,10,1,10,1,4,19.0,4,19.0,4,1.0,4,1.0,4,2853,4,2853,4,18.0,4,18.0,4,1.0,4,1.0,10,0.006269592476489,10,0.006269592476489,10,18,10,18
darknet_io.MUT175.cpp,"opencv_dnn/modules/dnn/src/darknet/darknet_io.cpp#setLayersParams::setSlice(int input_index, int split_size, int group_id)#422",1095,24,1,24,1,2,2.0,2,2.0,2,1.0,2,1.0,2,2872,2,2872,2,1.0,2,1.0,2,1.0,2,1.0,24,0.0003480682213713,24,0.0003480682213713,24,1,24,1
mvn_layer.MUT3.cpp,opencv_dnn/modules/dnn/src/layers/mvn_layer.cpp#MVNLayerImpl::MVNLayerImpl(const class cv::dnn::dnn4_v20240521::LayerParams & params)#77,1095,20,1,20,1,6,7.0,6,7.0,6,1.0,6,1.0,6,2867,6,2867,6,6.0,6,6.0,6,1.0,6,1.0,20,0.0020884093282283,20,0.0020884093282283,20,6,20,6
elementwise_layers.MUT490.cpp,opencv_dnn/modules/dnn/src/layers/elementwise_layers.cpp#ExpLayer::create(const class cv::dnn::dnn4_v20240521::LayerParams & params)#3122,1095,110,1,110,1,3,4.0,3,4.0,3,1.0,3,1.0,3,2838,3,2838,3,3.0,3,3.0,3,1.0,3,1.0,110,0.0010559662090813,110,0.0010559662090813,110,3,110,3
nary_eltwise_layers.MUT339.cpp,"opencv_dnn/modules/dnn/src/layers/nary_eltwise_layers.cpp#NaryEltwiseLayerImpl::opDispatch(size_t ninputs, Args &&... args)#712",1095,130,1,130,1,2,4.0,2,4.0,2,1.0,2,1.0,2,2857,2,2857,2,3.0,2,3.0,2,1.0,2,1.0,130,0.001048951048951,130,0.001048951048951,130,3,130,3
convolution_layer.MUT386.cpp,opencv_dnn/modules/dnn/src/layers/convolution_layer.cpp#Col2ImInvoker::operator()(const class cv::Range & r)#1842,1095,36,1,36,1,14,8.0,14,8.0,14,1.0,14,1.0,14,2818,14,2818,14,7.0,14,7.0,14,1.0,14,1.0,36,0.0024778761061946,36,0.0024778761061946,36,7,36,7
eltwise_layer.MUT66.cpp,"opencv_dnn/modules/dnn/src/layers/eltwise_layer.cpp#EltwiseLayerImpl::getMemoryShapes(const int & inputs, const int requiredOutputs, int & outputs, int & internals)#250",1095,102,1,102,1,1,4.0,1,4.0,1,1.0,1,1.0,1,2483,1,2483,1,3.0,1,3.0,1,1.0,1,1.0,102,0.0012067578439259,102,0.0012067578439259,102,3,102,3
torch_importer.MUT56.cpp,"opencv_dnn/modules/dnn/src/torch/torch_importer.cpp#TorchImporter::readTorchStorage(int index, int type)#293",1095,39,1,39,1,2,4.0,2,4.0,2,1.0,2,1.0,2,2862,2,2862,2,3.0,2,3.0,2,1.0,2,1.0,39,0.0010471204188481,39,0.0010471204188481,39,3,39,3
einsum_layer.MUT227.cpp,opencv_dnn/modules/dnn/src/layers/einsum_layer.cpp#LayerEinsumImpl::calculateOutputShape()#757,1095,120,1,120,1,15,10.0,15,10.0,15,1.0,15,1.0,15,2860,15,2860,15,9.0,15,9.0,15,1.0,15,1.0,120,0.0031369815266643,120,0.0031369815266643,120,9,120,9
reduce_layer.MUT126.cpp,"opencv_dnn/modules/dnn/src/layers/reduce_layer.cpp#ReduceInvoker::ReduceInvoker<Op>(const class cv::Mat & src_, class cv::Mat & dst_, int axes_)#370",1095,109,1,109,1,3,5.0,3,5.0,3,1.0,3,1.0,3,2810,3,2810,3,4.0,3,4.0,3,1.0,3,1.0,109,0.0014214641080312,109,0.0014214641080312,109,4,109,4
recurrent_layers.MUT229.cpp,"opencv_dnn/modules/dnn/src/layers/recurrent_layers.cpp#LSTMLayerImpl::forward(cv::InputArrayOfArrays inputs_arr, cv::OutputArrayOfArrays outputs_arr, cv::OutputArrayOfArrays internals_arr)#597",1095,88,1,88,1,3,2.0,3,2.0,3,1.0,3,1.0,3,2871,3,2871,3,1.0,3,1.0,3,1.0,3,1.0,88,0.0003481894150417,88,0.0003481894150417,88,1,88,1
gather_elements_layer.MUT41.cpp,"opencv_dnn/modules/dnn/src/layers/gather_elements_layer.cpp#GatherElementsLayerImpl::forward_impl(const class cv::Mat & data_, const class cv::Mat & indices_, class cv::Mat & out_)#119",1095,108,1,108,1,2,2.0,2,2.0,2,1.0,2,1.0,2,2872,2,2872,2,1.0,2,1.0,2,1.0,2,1.0,108,0.0003480682213713,108,0.0003480682213713,108,1,108,1
onnx_importer.MUT1583.cpp,"opencv_dnn/modules/dnn/src/onnx/onnx_importer.cpp#ONNXImporter::parseQEltwise(class cv::dnn::dnn4_v20240521::LayerParams & layerParams, const opencv_onnx::NodeProto & node_proto_)#3720",1095,101,1,101,1,1,5.0,1,5.0,1,1.0,1,1.0,1,2869,1,2869,1,4.0,1,4.0,1,1.0,1,1.0,101,0.0013922728854855,101,0.0013922728854855,101,4,101,4
